data.val_dec_shape	data.train_dec_shape	data.enc_shape	result.val_loss	data.val_enc_shape	data.dec_shape	result.patience	data.test_dec_shape	data.label_counts	data.train_enc_shape	result.test_loss	conf.cell_size	conf.embedding_size	result.val_loss_th	result.epochs_run	result.running_time	conf.cell_type	data.test_enc_shape	result.train_loss
(19860, 118)	(160027, 118)	(200000, 117)	3.979777574539185	(19860, 117)	(200000, 118)	10.0	(20113, 118)	{'GO': 200000, 'B': 557404, 'E': 1488310, 'PAD': 21354286}	(160027, 117)	3.977198362350464	16.0	12.0	0.01	101.0	44.862711	GRU	(20113, 117)	0.0409616157412529
(19860, 118)	(160027, 118)	(200000, 117)	5.388499736785889	(19860, 117)	(200000, 118)	10.0	(20113, 118)	{'GO': 200000, 'B': 557404, 'E': 1488310, 'PAD': 21354286}	(160027, 117)	5.3871378898620605	16.0	7.0	0.01	78.0	33.400936	GRU	(20113, 117)	0.05382169410586357
(19935, 118)	(159919, 118)	(200000, 117)	2.9176268577575684	(19935, 117)	(200000, 118)	10.0	(20146, 118)	{'GO': 200000, 'E': 1488310, 'PAD': 21354286, 'B': 557404}	(159919, 117)	2.9139654636383057	64.0	21.0	0.01	69.0	58.857347	LSTM	(20146, 117)	0.05428477004170418
(19935, 118)	(159919, 118)	(200000, 117)	0.24798530340194705	(19935, 117)	(200000, 118)	10.0	(20146, 118)	{'GO': 200000, 'E': 1488310, 'PAD': 21354286, 'B': 557404}	(159919, 117)	0.2451188862323761	512.0	13.0	0.01	115.0	622.070304	GRU	(20146, 117)	0.03655269742012024
(19954, 118)	(159892, 118)	(200000, 117)	1.3716826438903809	(19954, 117)	(200000, 118)	10.0	(20154, 118)	{'GO': 200000, 'PAD': 21354286, 'E': 1488310, 'B': 557404}	(159892, 117)	1.375578999519348	512.0	7.0	0.01	183.0	1247.378381	LSTM	(20154, 117)	0.031777583062648766
(20065, 118)	(159951, 118)	(200000, 117)	0.3331722021102905	(20065, 117)	(200000, 118)	10.0	(19984, 118)	{'GO': 200000, 'PAD': 21354286, 'B': 557404, 'E': 1488310}	(159951, 117)	0.33589619398117065	256.0	17.0	0.01	89.0	210.085681	GRU	(19984, 117)	0.040440894663333886
(19874, 118)	(160164, 118)	(200000, 117)	1.8959815502166748	(19874, 117)	(200000, 118)	10.0	(19962, 118)	{'PAD': 21354286, 'E': 1488310, 'GO': 200000, 'B': 557404}	(160164, 117)	1.8954938650131223	256.0	10.0	0.01	90.0	255.42041899999998	LSTM	(19962, 117)	0.05184126272797585
(19827, 118)	(160249, 118)	(200000, 117)	0.3955459892749785	(19827, 117)	(200000, 118)	10.0	(19924, 118)	{'B': 557404, 'GO': 200000, 'PAD': 21354286, 'E': 1488310}	(160249, 117)	0.3952618837356568	16.0	2.0	0.01	24.0	12.673757	GRU	(19924, 117)	0.13018465042114258
(19827, 118)	(160249, 118)	(200000, 117)	1.4204179048538208	(19827, 117)	(200000, 118)	10.0	(19924, 118)	{'B': 557404, 'GO': 200000, 'PAD': 21354286, 'E': 1488310}	(160249, 117)	1.4208253622055054	256.0	28.0	0.01	99.0	292.783812	LSTM	(19924, 117)	0.044227700680494315
(19827, 118)	(160249, 118)	(200000, 117)	2.4924099445343018	(19827, 117)	(200000, 118)	10.0	(19924, 118)	{'B': 557404, 'GO': 200000, 'PAD': 21354286, 'E': 1488310}	(160249, 117)	2.492363691329956	512.0	9.0	0.01	86.0	592.541151	LSTM	(19924, 117)	0.04993753135204315
(20121, 118)	(159943, 118)	(200000, 117)	0.2727924585342407	(20121, 117)	(200000, 118)	10.0	(19936, 118)	{'GO': 200000, 'E': 1488310, 'B': 557404, 'PAD': 21354286}	(159943, 117)	0.2749793231487274	512.0	11.0	0.01	59.0	415.441484	LSTM	(19936, 117)	0.05421532317996025
(20182, 118)	(159716, 118)	(200000, 117)	2.731487989425659	(20182, 117)	(200000, 118)	10.0	(20102, 118)	{'PAD': 21354286, 'E': 1488310, 'B': 557404, 'GO': 200000}	(159716, 117)	2.7306644916534424	16.0	20.0	0.01	61.0	30.061022	LSTM	(20102, 117)	0.06755181401968002
(20182, 118)	(159716, 118)	(200000, 117)	2.2426471710205083	(20182, 117)	(200000, 118)	10.0	(20102, 118)	{'PAD': 21354286, 'E': 1488310, 'B': 557404, 'GO': 200000}	(159716, 117)	2.2426700592041016	128.0	5.0	0.01	87.0	116.22728799999999	LSTM	(20102, 117)	0.05243399739265442
(20182, 118)	(159716, 118)	(200000, 117)	5.108557224273682	(20182, 117)	(200000, 118)	10.0	(20102, 118)	{'PAD': 21354286, 'E': 1488310, 'B': 557404, 'GO': 200000}	(159716, 117)	5.0943803787231445	32.0	24.0	0.01	89.0	56.545977	GRU	(20102, 117)	0.04496471956372261
(20182, 118)	(159716, 118)	(200000, 117)	3.2312746047973637	(20182, 117)	(200000, 118)	10.0	(20102, 118)	{'PAD': 21354286, 'E': 1488310, 'B': 557404, 'GO': 200000}	(159716, 117)	3.23250675201416	128.0	14.0	0.01	77.0	108.323594	LSTM	(20102, 117)	0.054222535341978066
(20182, 118)	(159716, 118)	(200000, 117)	5.882755756378174	(20182, 117)	(200000, 118)	10.0	(20102, 118)	{'PAD': 21354286, 'E': 1488310, 'B': 557404, 'GO': 200000}	(159716, 117)	5.887270927429199	32.0	26.0	0.01	257.0	163.251638	GRU	(20102, 117)	0.006605182308703661
(20182, 118)	(159716, 118)	(200000, 117)	0.3994378447532654	(20182, 117)	(200000, 118)	10.0	(20102, 118)	{'PAD': 21354286, 'E': 1488310, 'B': 557404, 'GO': 200000}	(159716, 117)	0.3978435695171356	16.0	11.0	0.01	23.0	13.858846	GRU	(20102, 117)	0.15931349992752075
(19998, 118)	(160041, 118)	(200000, 117)	2.4813454151153564	(19998, 117)	(200000, 118)	10.0	(19961, 118)	{'E': 1488310, 'PAD': 21354286, 'GO': 200000, 'B': 557404}	(160041, 117)	2.4805915355682373	128.0	18.0	0.01	79.0	111.284973	LSTM	(19961, 117)	0.05505461245775223
(19998, 118)	(160041, 118)	(200000, 117)	0.2656926214694977	(19998, 117)	(200000, 118)	10.0	(19961, 118)	{'E': 1488310, 'PAD': 21354286, 'GO': 200000, 'B': 557404}	(160041, 117)	0.26785147190093994	512.0	28.0	0.01	103.0	733.434025	LSTM	(19961, 117)	0.04247334972023964
(19998, 118)	(160041, 118)	(200000, 117)	0.3810024559497833	(19998, 117)	(200000, 118)	10.0	(19961, 118)	{'E': 1488310, 'PAD': 21354286, 'GO': 200000, 'B': 557404}	(160041, 117)	0.38367760181427	128.0	12.0	0.01	196.0	225.332466	GRU	(19961, 117)	0.03496561571955681
